caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight
,Green Bay,1911,,Wisconsin-Illinois,,31,,,,blau/blau-20170122,,player,
,Hagerstown,1928,,Blue Ridge,,32,,,,blau/blau-20170122,,player,
,Philadelphia,1925,,American,,32,,,,blau/blau-20170122,,player,
,Martinsburg,1926,,Blue Ridge,,32,,,,blau/blau-20170122,,player,
,Lake Linden,1905,,Copper Country Soo,,10123,,,,blau/blau-20170122,,manager,
,Port Huron-Sarnia,1922,,Michigan-Ontario,,33,,,,blau/blau-20170122,,player,
,Toronto,1923,,International,,33,,,,blau/blau-20170122,,player,
,Tulsa,1933,,Texas,,10126,,,,blau/blau-20170122,,player,
,Wheeling,1927,,Middle Atlantic,,34,,,,blau/blau-20170122,,player,
,Wheeling,1928,,Middle Atlantic,,34,,,,blau/blau-20170122,,player,
,Norfolk,1924,,Virginia,,34,,,,blau/blau-20170122,,player,
,Terre Haute,1926,,I-I-I,,34,,,,blau/blau-20170122,,player,
,Evansville,1927,,I-I-I,,34,,,,blau/blau-20170122,,player,
,Quincy,1926,,I-I-I,,34,,,,blau/blau-20170122,,player,
,Nashville,1923,,Southern Association,,34,,,,blau/blau-20170122,,player,
,Saginaw,1921,,Michigan-Ontario,,34,,,,blau/blau-20170122,,player,
,Saginaw,1922,,Michigan-Ontario,,34,,,,blau/blau-20170122,,player,
,Evansville,1922,,I-I-I,,34,,,,blau/blau-20170122,,player,
,Muskegon,1923,,Michigan-Ontario,,34,,,,blau/blau-20170122,,player,
,Terre Haute,1925,,I-I-I,,34,,,,blau/blau-20170122,,player,
,Grand Rapids/Newark,1911,,Central,,10139,,,,blau/blau-20170122,,player,
,Peoria,1911,,I-I-I,,35,,,,blau/blau-20170122,,player,
,Toronto,1914,,International,,35,,,,blau/blau-20170122,,player,
,Jersey City,1914,,International,,35,,,,blau/blau-20170122,,player,
,Leavenworth,1907,,Western Association,,35,,,,blau/blau-20170122,,player,
,Keokuk,1914,,Central Association,,36,,,,blau/blau-20170122,,player,
,Keokuk,1915,,Central Association,,36,,,,blau/blau-20170122,,player,
,Freeport,1908,,Wisconsin-Illinois,,37,,,,blau/blau-20170122,,player,
,Oskaloosa,1908,,Central Association,,37,,,,blau/blau-20170122,,player,
,Alexandria,1928,,Cotton States,,38,,,,blau/blau-20170122,,player,
,Jacksonville,1926,,Southeastern,,38,,,,blau/blau-20170122,,player,
,Charlotte,1927,,South Atlantic,,38,,,,blau/blau-20170122,,player,
,Davenport,1910,,I-I-I,,10151,,,,blau/blau-20170122,,player,
,Topeka,1909,,Western,,39,,,,blau/blau-20170122,,player,
,St. Paul,1908,,American Association,,39,,,,blau/blau-20170122,,player,
,Topeka,1912,,Western,,40,,,,blau/blau-20170122,,player,
,Topeka,1913,,Western,,40,,,,blau/blau-20170122,,player,
,Topeka,1914,,Western,,40,,,,blau/blau-20170122,,player,
,Austin,1911,,Texas,,40,,,,blau/blau-20170122,,player,
,Chattanooga,1909,,South Atlantic,,10158,,,,blau/blau-20170122,,player,
,Muskogee,1910,,Western Association,,41,,,,blau/blau-20170122,,player,
,Muskogee,1910,,Western Association,,41,,,,blau/blau-20170122,,manager,
,Shreveport,1910,,Texas,,41,,,,blau/blau-20170122,,player,
,Lincoln,1917,,Western,,42,,,,blau/blau-20170122,,player,
,Newport News,1916,,Virginia,,42,,,,blau/blau-20170122,,player,
,Fredericton,1913,,New Brunswick-Maine,,43,,,,blau/blau-20170122,,player,
,Atlanta,1912,,Southern Association,,43,,,,blau/blau-20170122,,player,
,New London,1917,,Eastern,,44,,,,blau/blau-20170122,,player,
,Philadelphia,1916,,National,,44,,,,blau/blau-20170122,,player,
,Charlotte,1923,,South Atlantic,,45,,,,blau/blau-20170122,,player,
,Charleston/Macon,1923,,South Atlantic,,45,,,,blau/blau-20170122,,player,
,Nashville,1922,,Southern Association,,45,,,,blau/blau-20170122,,player,
,Newburgh,1914,,Atlantic,,10171,,,,blau/blau-20170122,,player,
,Orlando,1921,,Florida State,,46,,,,blau/blau-20170122,,player,
,Sanford,1920,,Florida State,,46,,,,blau/blau-20170122,,player,
,Daytona Beach,1920,,Florida State,,46,,,,blau/blau-20170122,,player,
,Jacksonville,1922,,Florida State,,46,,,,blau/blau-20170122,,player,
,Daytona Beach,1923,,Florida State,,46,,,,blau/blau-20170122,,player,
,Minot,1917,,Northern,,47,,,,blau/blau-20170122,,player,
,St. Joseph,1916,,Western,,47,,,,blau/blau-20170122,,player,
,St. Joseph,1917,,Western,,47,,,,blau/blau-20170122,,player,
,Evansville,1919,,I-I-I,,47,,,,blau/blau-20170122,,player,
,Beeville,1911,,Southwest Texas,,48,,,,blau/blau-20170122,,player,
,Clay Center,1913,,Kansas State,,48,,,,blau/blau-20170122,,player,
,Norfolk,1921,,Virginia,,49,,,,blau/blau-20170122,,player,
,Atlanta,1921,,Southern Association,,49,,,,blau/blau-20170122,,player,
,Philadelphia,1922,,American,,49,,,,blau/blau-20170122,,player,
,Nashville,1922,,Southern Association,,50,,,,blau/blau-20170122,,player,
,Chambersburg,1921,,Blue Ridge,,50,,,,blau/blau-20170122,,player,
,Keokuk,1913,,Central Association,,51,,,,blau/blau-20170122,,player,
,Flint,1912,,Southern Michigan,,51,,,,blau/blau-20170122,,player,
,New Orleans/Yazoo City,1912,,Cotton States,,51,,,,blau/blau-20170122,,player,
,Lincoln,1913,,Western,,51,,,,blau/blau-20170122,,player,
,Wheeling,1913,,Interstate,,51,,,,blau/blau-20170122,,player,
,Lancaster,1911,,Ohio State,,51,,,,blau/blau-20170122,,player,
,Ironton,1913,,Ohio State,,51,,,,blau/blau-20170122,,player,
,New Orleans,1912,,Southern Association,,51,,,,blau/blau-20170122,,player,
,Madison,1913,,Wisconsin-Illinois,,10196,,,,blau/blau-20170122,,player,
,Maysville,1911,,Blue Grass,,52,,,,blau/blau-20170122,,player,
,Winchester,1911,,Blue Grass,,52,,,,blau/blau-20170122,,player,
,Winchester/Nicholasville/Mount Sterling,1912,,Blue Grass,,52,,,,blau/blau-20170122,,player,
,San Jose,1906,,California State,,53,,,,blau/blau-20170122,,player,
,San Jose,1907,,California State,,53,,,,blau/blau-20170122,,player,
,San Jose,1908,,California State,,53,,,,blau/blau-20170122,,player,
,San Jose,1909,,California State,,53,,,,blau/blau-20170122,,player,
,Tacoma,1907,,Northwestern,,53,,,,blau/blau-20170122,,player,
,Victoria,1912,,Northwestern,,53,,,,blau/blau-20170122,,player,
,Boise,1912,,Western Tri-State,,53,,,,blau/blau-20170122,,player,
,Scranton,1910,,New York State,,53,,,,blau/blau-20170122,,player,
,Los Angeles,1911,,Pacific Coast,,53,,,,blau/blau-20170122,,player,
,Boise,1913,,Western Tri-State,,53,,,,blau/blau-20170122,,player,
,Waterloo,1913,,Central Association,,10210,,,,blau/blau-20170122,,player,
,Shreveport,1928,,Texas,,54,,,,blau/blau-20170122,,player,
,San Angelo,1928,,West Texas,,54,,,,blau/blau-20170122,,player,
,Montgomery,1911,,Mountain States,,55,,,,blau/blau-20170122,,player,
,Great Falls,1912,,Union Association,,55,,,,blau/blau-20170122,,player,
,East Liverpool,1910,,Ohio-Pennsylvania,,55,,,,blau/blau-20170122,,player,
,Portsmouth,1907,,Virginia,,10216,,,,blau/blau-20170122,,player,
,Galesburg,1911,,Central Association,,56,,,,blau/blau-20170122,,player,
,Kewanee,1912,,Central Association,,56,,,,blau/blau-20170122,,player,
,Des Moines,1913,,Western,,56,,,,blau/blau-20170122,,player,
,Freeport,1909,,Wisconsin-Illinois,,57,,,,blau/blau-20170122,,player,
,Bloomington,1908,,I-I-I,,57,,,,blau/blau-20170122,,player,
,Lincoln,1910,,Western,,58,,,,blau/blau-20170122,,player,
,Grand Rapids,1910,,Central,,58,,,,blau/blau-20170122,,player,
,Binghamton,1910,,New York State,,58,,,,blau/blau-20170122,,player,
,Ogden,1913,,Union Association,,10225,,,,blau/blau-20170122,,player,
,Shelbyville/Maysville,1910,,Blue Grass,,59,,,,blau/blau-20170122,,player,
,Butte,1911,,Union Association,,59,,,,blau/blau-20170122,,player,
,Providence,1910,,Eastern,,60,,,,blau/blau-20170122,,player,
,Brockton,1911,,New England,,60,,,,blau/blau-20170122,,player,
,Grand Forks,1914,,Northern,,61,,,,blau/blau-20170122,,player,
,Davenport,1913,,I-I-I,,61,,,,blau/blau-20170122,,player,
,Fargo-Moorhead,1915,,Northern,,61,,,,blau/blau-20170122,,player,
,Waterloo,1916,,Central Association,,61,,,,blau/blau-20170122,,player,
,Kansas City,1917,,American Association,,61,,,,blau/blau-20170122,,player,
,Lynn,1914,,New England,,62,,,,blau/blau-20170122,,manager,
,Victoria,1913,,Northwestern,,10236,,,,blau/blau-20170122,,player,
,Portland,1913,,Northwestern,,63,,,,blau/blau-20170122,,player,
,Spokane,1913,,Northwestern,,63,,,,blau/blau-20170122,,player,
,Portland,1913,,Pacific Coast,,63,,,,blau/blau-20170122,,player,
,Wichita Falls,1925,,Texas,,64,,,,blau/blau-20170122,,player,
,Wichita Falls,1926,,Texas,,64,,,,blau/blau-20170122,,player,
,Elmira,1916,,New York State,,65,,,,blau/blau-20170122,,player,
,Elmira,1917,,New York State,,65,,,,blau/blau-20170122,,player,
,Guelph,1915,,Canadian,,65,,,,blau/blau-20170122,,player,
,Macon,1914,,South Atlantic,,66,,,,blau/blau-20170122,,player,
,Grand Island,1913,,Nebraska State,,66,,,,blau/blau-20170122,,player,
,Fargo,1906,,Northern-Copper Country,,10247,,,,blau/blau-20170122,,player,
,Johnson City,1913,,Appalachian,,67,,,,blau/blau-20170122,,player,
,Charlotte,1914,,North Carolina State,,67,,,,blau/blau-20170122,,player,
,Spartanburg,1911,,Carolina Association,,68,,,,blau/blau-20170122,,player,
,Winston-Salem,1910,,Carolina Association,,68,,,,blau/blau-20170122,,player,
,Portsmouth,1915,,Ohio State,,69,,,,blau/blau-20170122,,player,
,Portsmouth,1916,,Ohio State,,69,,,,blau/blau-20170122,,player,
,Waycross,1914,,Georgia State,,70,,,,blau/blau-20170122,,player,
,Waycross,1913,,Empire State,,70,,,,blau/blau-20170122,,player,
,Minneapolis,1919,,American Association,,71,,,,blau/blau-20170122,,player,
,Flint,1920,,Michigan-Ontario,,71,,,,blau/blau-20170122,,player,
,Little Rock,1915,,Southern Association,,10258,,,,blau/blau-20170122,,player,
,Davenport,1915,,I-I-I,,10259,,,,blau/blau-20170122,,player,
,Wilkes-Barre,1929,,New York-Pennsylvania,,72,,,,blau/blau-20170122,,player,
,Allentown,1931,,Eastern,,72,,,,blau/blau-20170122,,player,
,Philadelphia,1931,,National,,72,,,,blau/blau-20170122,,player,
,Keokuk,1914,,Central Association,,73,,,,blau/blau-20170122,,player,
,Topeka,1914,,Western,,73,,,,blau/blau-20170122,,player,
,New Orleans,1914,,Southern Association,,74,,,,blau/blau-20170122,,player,
,Spokane,1916,,Northwestern,,74,,,,blau/blau-20170122,,player,
,Hannibal,1910,,Central Association,,75,,,,blau/blau-20170122,,player,
,Traverse City,1912,,Michigan State,,75,,,,blau/blau-20170122,,player,
,Waterloo,1914,,Central Association,,75,,,,blau/blau-20170122,,player,
,Ottumwa,1914,,Central Association,,75,,,,blau/blau-20170122,,player,
,Abilene,1921,,West Texas,,76,,,,blau/blau-20170122,,player,
,Abilene,1922,,West Texas,,76,,,,blau/blau-20170122,,player,
,Corsicana,1925,,Texas Association,,76,,,,blau/blau-20170122,,player,
,Corsicana,1926,,Texas Association,,76,,,,blau/blau-20170122,,player,
,McAlester,1923,,Western Association,,77,,,,blau/blau-20170122,,player,
,Okmulgee,1922,,Western Association,,77,,,,blau/blau-20170122,,player,
,Salt Lake City,1913,,Union Association,,78,,,,blau/blau-20170122,,player,
,Ogden,1912,,Union Association,,78,,,,blau/blau-20170122,,player,
,Columbus,1917,,South Atlantic,,10279,,,,blau/blau-20170122,,player,
,Burlington,1910,,Central Association,,10280,,,,blau/blau-20170122,,player,
,Rocky Mount,1915,,Virginia,,79,,,,blau/blau-20170122,,player,
,Augusta,1915,,South Atlantic,,79,,,,blau/blau-20170122,,player,
,Middletown,1913,,New York-New Jersey,,80,,,,blau/blau-20170122,,player,
,Hudson,1906,,Hudson River,,80,,,,blau/blau-20170122,,player,
,Waterloo,1915,,Central Association,,10285,,,,blau/blau-20170122,,player,
,Wichita Falls,1923,,Texas,,81,,,,blau/blau-20170122,,player,
,Chicago,1923,,National,,81,,,,blau/blau-20170122,,player,
,Omaha,1891,,Western Association,,82,,,,blau/blau-20170122,,player,
,Washington,1891,,American Association,,82,,,,blau/blau-20170122,,player,
,Rocky Mount,1916,,Virginia,,83,,,,blau/blau-20170122,,player,
,Chillicothe,1914,,Ohio State,,83,,,,blau/blau-20170122,,player,
,Lincoln,1912,,Illinois-Missouri,,84,,,,blau/blau-20170122,,player,
,Lincoln,1912,,Illinois-Missouri,,84,,,,blau/blau-20170122,,manager,
,Lincoln,1913,,Illinois-Missouri,,84,,,,blau/blau-20170122,,manager,
,Lincoln,1913,,Illinois-Missouri,,84,,,,blau/blau-20170122,,player,
,Lincoln,1914,,Illinois-Missouri,,84,,,,blau/blau-20170122,,manager,
,Battle Creek,1911,,Southern Michigan,,84,,,,blau/blau-20170122,,player,
,New Haven,1915,,Colonial,,10298,,,,blau/blau-20170122,,player,
,Nazareth,1949,,North Atlantic,,85,,,,blau/blau-20170122,,player,
,Nazareth,1948,,North Atlantic,,85,,,,blau/blau-20170122,,player,
,Nazareth,1949,,North Atlantic,,86,,,,blau/blau-20170122,,player,
,Nazareth,1950,,North Atlantic,,86,,,,blau/blau-20170122,,player,
,Nazareth,1949,,North Atlantic,,10303,,,,blau/blau-20170122,,manager,
,Nazareth,1949,,North Atlantic,,10304,,,,blau/blau-20170122,,player,
,Nazareth,1949,,North Atlantic,,10305,,,,blau/blau-20170122,,player,
,Stockton,1913,,California,,87,,,,blau/blau-20170122,,player,
,Venice,1913,,Pacific Coast,,87,,,,blau/blau-20170122,,player,
,Ludington,1913,,Michigan State,,10308,,,,blau/blau-20170122,,player,
,Stockton,1909,,California State,,88,,,,blau/blau-20170122,,player,
,San Francisco,1909,,Pacific Coast,,88,,,,blau/blau-20170122,,player,
,Louisville,1908,,American Association,,88,,,,blau/blau-20170122,,player,
,Red Hat,1912,,Western Canada,,89,,,,blau/blau-20170122,,player,
,Medicine Hat,1913,,Western Canada,,89,,,,blau/blau-20170122,,player,
,Medicine Hat,1913,,Western Canada,,89,,,,blau/blau-20170122,,manager,
,Spokane,1908,,Northwestern,,89,,,,blau/blau-20170122,,player,
,Tacoma,1914,,Northwestern,,89,,,,blau/blau-20170122,,player,
,Macon,1906,,South Atlantic,,89,,,,blau/blau-20170122,,player,
,Topeka,1905,,Western Association,,90,,,,blau/blau-20170122,,player,
,,1906,,Western Association,,90,,,,blau/blau-20170122,,umpire,
,Joplin,1906,,Western Association,,90,,,,blau/blau-20170122,,player,
,Mobile,1906,,Cotton States,,91,,,,blau/blau-20170122,,player,
,Vancouver,1907,,Northwestern,,91,,,,blau/blau-20170122,,player,
,Edmonton,1911,,Western Canada,,92,,,,blau/blau-20170122,,player,
,Red Hat,1912,,Western Canada,,92,,,,blau/blau-20170122,,player,
,London,1913,,Canadian,,93,,,,blau/blau-20170122,,player,
,New London,1913,,Eastern Association,,93,,,,blau/blau-20170122,,player,
,New Britain,1911,,Connecticut State,,93,,,,blau/blau-20170122,,player,
,Ironton,1914,,Ohio State,,94,,,,blau/blau-20170122,,player,
,Paris,1912,,Blue Grass,,94,,,,blau/blau-20170122,,player,
,Beatrice,1922,,Nebraska State,,10330,,,,blau/blau-20170122,,player,
,Fredericton,1913,,New Brunswick-Maine,,95,,,,blau/blau-20170122,,player,
,Fredericton,1913,,New Brunswick-Maine,,95,,,,blau/blau-20170122,,manager,
,Lowell,1911,,New England,,95,,,,blau/blau-20170122,,player,
,Wheeling,1916,,Central,,96,,,,blau/blau-20170122,,player,
,Grand Rapids,1916,,Central,,96,,,,blau/blau-20170122,,player,
,Youngstown,1915,,Central,,96,,,,blau/blau-20170122,,player,
,Hamilton,1914,,Canadian,,97,,,,blau/blau-20170122,,player,
,Brantford,1914,,Canadian,,97,,,,blau/blau-20170122,,player,
,Edmonton,1913,,Western Canada,,97,,,,blau/blau-20170122,,player,
,Oshkosh,1905,,Wisconsin State,,98,,,,blau/blau-20170122,,player,
,Green Bay,1906,,Wisconsin State,,98,,,,blau/blau-20170122,,player,
,La Crosse,1907,,Wisconsin State,,98,,,,blau/blau-20170122,,player,
,Fresno,1913,,California,,99,,,,blau/blau-20170122,,player,
,Los Angeles,1913,,Pacific Coast,,99,,,,blau/blau-20170122,,player,
,Fort Wayne,1935,,I-I-I,,100,,,,blau/blau-20170122,,player,
,Philadelphia,1935,,American,,100,,,,blau/blau-20170122,,player,
,Milwaukee,1917,,American Association,,101,,,,blau/blau-20170122,,manager,
